time,CE_CHOI,PE_CHOI,PE_CE_CHOI_DIFF,PCR,nifty,CE_IO_INC,PE_IO_INC
09:23:20,1251525.0,934650.0,-316875.0,0.7468088931503566,13521.85,7.435379878535114,7.282012925543727
09:30:20,1915125.0,1826850.0,-88275.0,0.953906402976307,13525.05,10.946308005572822,13.30820084139212
09:36:20,2771400.0,1853550.0,-917850.0,0.6688135960164537,13492.45,15.101433639023753,13.476492207693063
09:42:20,3343575.0,1931325.0,-1412250.0,0.5776227540880644,13492.5,17.66836688186873,13.963008952245653
09:47:50,3787650.0,2258475.0,-1529175.0,0.5962734149142608,13507.6,19.556075309206093,15.95094949280928
09:52:20,3919275.0,2469300.0,-1449975.0,0.6300399946418661,13492.55,20.09907806628538,17.184074824109064
09:57:20,4256175.0,2683200.0,-1572975.0,0.6304252057304974,13491.0,21.456090801507813,18.398749280013167
10:01:50,4420800.0,2785575.0,-1635225.0,0.6301065418023887,13499.4,22.10256333338333,18.967586421739107
10:07:20,4858050.0,2721225.0,-2136825.0,0.5601475900824405,13465.9,23.769054066947017,18.610961503936807
10:12:51,5393175.0,1939950.0,-3453225.0,0.359704626680944,13460.05,25.714020075165656,14.016625302105801
10:17:21,5576700.0,1979250.0,-3597450.0,0.3549141965678627,13473.05,26.358402813226707,14.2600858090802
10:22:21,5704575.0,2141625.0,-3562950.0,0.37542235837025545,13471.1,26.800821702530996,15.251539574954467
10:28:51,5958975.0,2263650.0,-3695325.0,0.3798723773803381,13472.0,27.665367888493105,15.98165778855624
10:31:51,6040125.0,2351175.0,-3688950.0,0.3892593282423791,13470.4,27.936865839909807,16.497650259708138
10:38:21,6221625.0,2418225.0,-3803400.0,0.38868060996926046,13468.55,28.53678253839935,16.888667731713067
10:43:51,6440400.0,2518200.0,-3922200.0,0.39100055897149244,13463.45,29.246761031565466,17.46494111772294
10:46:51,6590925.0,2455875.0,-4135050.0,0.37261461782678457,13458.9,29.7271149689296,17.106631072475274
10:52:22,6792750.0,2512875.0,-4279875.0,0.36993485701667217,13456.55,30.361033823874493,17.434448451167412
10:58:52,7205925.0,2462325.0,-4743600.0,0.34170838580751256,13452.75,31.623762832475915,17.143856754202282
11:03:52,7130475.0,2496375.0,-4634100.0,0.3500993973052286,13472.6,31.396604505090604,17.339820897388478
11:07:52,7039350.0,2457975.0,-4581375.0,0.3491764154360843,13478.4,31.120232892791066,17.11875473373554
11:13:22,7058775.0,2516400.0,-4542375.0,0.35649245088559983,13472.25,31.17933326045114,17.454636257699352
11:18:22,7074300.0,2542650.0,-4531650.0,0.3594207200712438,13473.15,31.22649504740717,17.604661065356694
11:21:22,7062075.0,2625825.0,-4436250.0,0.37182060513376025,13477.0,31.18936340058496,18.07644449951725
11:27:22,6926400.0,2637900.0,-4288500.0,0.38084719334719336,13490.4,30.774562467509963,18.144487319700378
11:33:22,6719175.0,2745975.0,-3973200.0,0.40867740459208163,13485.65,30.13126872925278,18.748495788206977
11:36:52,6783075.0,2814150.0,-3968925.0,0.4148782078924382,13485.75,30.330906395779746,19.124947755792736
11:42:53,6767925.0,2949075.0,-3818850.0,0.4357428606256718,13494.5,30.28367770883183,19.859793022985663
11:47:53,6694350.0,3047775.0,-3646575.0,0.45527571758273766,13493.9,30.053401033003592,20.388943800831875
11:52:23,6439950.0,3124050.0,-3315900.0,0.48510469801784173,13487.95,29.245315150235353,20.793107235206612
11:57:53,6483300.0,3232800.0,-3250500.0,0.49863495442135947,13496.85,29.3843308949501,21.36230275156609
12:03:23,6553500.0,3526650.0,-3026850.0,0.5381322957198443,13502.2,29.60829493087558,22.86017093352261
12:08:53,6507075.0,3660150.0,-2846925.0,0.5624877537142264,13514.55,29.46034139103093,23.521983477447776
12:14:23,6054825.0,3959175.0,-2095650.0,0.6538876020363925,13518.7,27.985828731484276,24.96394134142939
12:17:53,5871225.0,4120200.0,-1751025.0,0.7017615574262611,13522.35,27.369477279799177,25.718137897457023
12:24:53,5840175.0,4319700.0,-1520475.0,0.7396524932900127,13511.6,27.264196856541634,26.631771690680083
12:28:53,5744550.0,4357500.0,-1387050.0,0.7585450557484921,13513.15,26.938037659935148,26.802354547635304
