time,CE_CHOI,PE_CHOI,PE_CE_CHOI_DIFF,PCR,nifty,CE_IO_INC,PE_IO_INC
09:41:27,735975.0,2386500.0,1650525.0,3.242637317843677,14021.4,18.141985579589573,30.038704805059947
09:45:58,826650.0,2845725.0,2019075.0,3.442478679005625,14031.85,19.931644333532255,33.861654752661686
09:51:58,876675.0,3148200.0,2271525.0,3.591068525964582,14027.9,20.885895007683235,36.15939906620954
09:55:58,887250.0,3316875.0,2429625.0,3.738377007607777,14024.6,21.084713137398186,37.37271306037943
10:01:28,948450.0,3559350.0,2610900.0,3.7528072117665663,14027.65,22.215975967535094,39.03823374572256
10:06:28,961725.0,3720675.0,2758950.0,3.86875146221633,14020.1,22.45709281961471,40.098125591057155
10:11:28,987900.0,3839325.0,2851425.0,3.8863498329790467,14024.3,22.92816237010218,40.8544225504984
10:16:28,996300.0,3878325.0,2882025.0,3.892728093947606,14026.15,23.078125814353466,41.098862669983546
10:21:28,1010325.0,3954075.0,2943750.0,3.913666394477025,14023.3,23.327214795317587,41.567913207338904
10:24:58,1007850.0,3963750.0,2955900.0,3.932876916207769,14026.65,23.283375205752403,41.62728418399496
10:30:59,940575.0,4093125.0,3152550.0,4.3517263376126305,14033.5,22.07223063113802,42.40976026731943
10:36:29,958350.0,4174350.0,3216000.0,4.355767725778682,14028.75,22.39593374813776,42.8903890019111
10:41:29,971475.0,4163700.0,3192225.0,4.285956921176561,14025.2,22.63323431766556,42.82782775060559
10:46:59,999075.0,4249800.0,3250725.0,4.253734704601757,14033.75,23.12753915066495,43.32971385749461
10:50:59,1003350.0,4418700.0,3415350.0,4.4039467782927195,14029.35,23.203538288092968,44.28908634402297
10:55:59,1036425.0,4491825.0,3455400.0,4.333960489181561,14032.5,23.78649132470394,44.69444257878673
11:02:29,1059900.0,4544100.0,3484200.0,4.287291253891876,14028.95,24.19490147066377,44.98062332031656
11:06:29,1086225.0,4560900.0,3474675.0,4.198853828626666,14030.05,24.64771953710007,45.07196750715228
11:11:59,1109325.0,4545300.0,3435975.0,4.097356500574674,14025.05,25.04063113699465,44.987157979126145
11:15:30,1116000.0,4593600.0,3477600.0,4.116129032258065,14028.6,25.153405345098633,45.248895521505936
11:20:30,1104525.0,4612575.0,3508050.0,4.176071161811638,14033.55,24.959324791539554,45.35104084476923
11:26:30,1124625.0,4688925.0,3564300.0,4.169323107702567,14030.55,25.298623295991362,45.7582211682732
11:30:30,1132125.0,4717500.0,3585375.0,4.166942696257038,14030.3,25.424442498147275,45.90905773301219
11:37:00,1134300.0,4758600.0,3624300.0,4.195186458608833,14033.2,25.460850827427144,46.12454382878495
11:41:00,1149825.0,4779450.0,3629625.0,4.156676015915465,14025.7,25.71970205341565,46.23320467802316
11:45:30,1174050.0,4857825.0,3683775.0,4.137664494697841,14020.25,26.120038043750316,46.63776902528063
11:52:00,1173975.0,4890600.0,3716625.0,4.165846802529867,14017.5,26.118805272818292,46.80515080606957
11:56:00,1192725.0,4932900.0,3740175.0,4.135823429541596,14013.65,26.42572283150548,47.019630831701
