,strike_price,CE_OI_@09:17:20,CE_CHOI_@09:17:20,CE_IV_@09:17:20,CE_LTP_@09:17:20,PE_OI_@09:17:20,PE_CHOI_@09:17:20,PE_IV_@09:17:20,PE_LTP_@09:17:20,NIFTY@09:17:20,CE_VOL_@09:17:20,PE_VOL_@09:17:20,CE_LTP_CHG_@09:17:20,PE_LTP_CHG_@09:17:20,CE_OI_@09:22:50,CE_CHOI_@09:22:50,CE_IV_@09:22:50,CE_LTP_@09:22:50,PE_OI_@09:22:50,PE_CHOI_@09:22:50,PE_IV_@09:22:50,PE_LTP_@09:22:50,NIFTY@09:22:50,CE_VOL_@09:22:50,PE_VOL_@09:22:50,CE_LTP_CHG_@09:22:50,PE_LTP_CHG_@09:22:50,CE_OI_@09:30:50,CE_CHOI_@09:30:50,CE_IV_@09:30:50,CE_LTP_@09:30:50,PE_OI_@09:30:50,PE_CHOI_@09:30:50,PE_IV_@09:30:50,PE_LTP_@09:30:50,NIFTY@09:30:50,CE_VOL_@09:30:50,PE_VOL_@09:30:50,CE_LTP_CHG_@09:30:50,PE_LTP_CHG_@09:30:50,CE_OI_@09:37:20,CE_CHOI_@09:37:20,CE_IV_@09:37:20,CE_LTP_@09:37:20,PE_OI_@09:37:20,PE_CHOI_@09:37:20,PE_IV_@09:37:20,PE_LTP_@09:37:20,NIFTY@09:37:20,CE_VOL_@09:37:20,PE_VOL_@09:37:20,CE_LTP_CHG_@09:37:20,PE_LTP_CHG_@09:37:20,CE_OI_@09:44:50,CE_CHOI_@09:44:50,CE_IV_@09:44:50,CE_LTP_@09:44:50,PE_OI_@09:44:50,PE_CHOI_@09:44:50,PE_IV_@09:44:50,PE_LTP_@09:44:50,NIFTY@09:44:50,CE_VOL_@09:44:50,PE_VOL_@09:44:50,CE_LTP_CHG_@09:44:50,PE_LTP_CHG_@09:44:50,CE_OI_@09:51:50,CE_CHOI_@09:51:50,CE_IV_@09:51:50,CE_LTP_@09:51:50,PE_OI_@09:51:50,PE_CHOI_@09:51:50,PE_IV_@09:51:50,PE_LTP_@09:51:50,NIFTY@09:51:50,CE_VOL_@09:51:50,PE_VOL_@09:51:50,CE_LTP_CHG_@09:51:50,PE_LTP_CHG_@09:51:50,CE_OI_@09:59:20,CE_CHOI_@09:59:20,CE_IV_@09:59:20,CE_LTP_@09:59:20,PE_OI_@09:59:20,PE_CHOI_@09:59:20,PE_IV_@09:59:20,PE_LTP_@09:59:20,NIFTY@09:59:20,CE_VOL_@09:59:20,PE_VOL_@09:59:20,CE_LTP_CHG_@09:59:20,PE_LTP_CHG_@09:59:20,CE_OI_@10:06:21,CE_CHOI_@10:06:21,CE_IV_@10:06:21,CE_LTP_@10:06:21,PE_OI_@10:06:21,PE_CHOI_@10:06:21,PE_IV_@10:06:21,PE_LTP_@10:06:21,NIFTY@10:06:21,CE_VOL_@10:06:21,PE_VOL_@10:06:21,CE_LTP_CHG_@10:06:21,PE_LTP_CHG_@10:06:21,CE_OI_@10:12:21,CE_CHOI_@10:12:21,CE_IV_@10:12:21,CE_LTP_@10:12:21,PE_OI_@10:12:21,PE_CHOI_@10:12:21,PE_IV_@10:12:21,PE_LTP_@10:12:21,NIFTY@10:12:21,CE_VOL_@10:12:21,PE_VOL_@10:12:21,CE_LTP_CHG_@10:12:21,PE_LTP_CHG_@10:12:21,CE_OI_@10:19:51,CE_CHOI_@10:19:51,CE_IV_@10:19:51,CE_LTP_@10:19:51,PE_OI_@10:19:51,PE_CHOI_@10:19:51,PE_IV_@10:19:51,PE_LTP_@10:19:51,NIFTY@10:19:51,CE_VOL_@10:19:51,PE_VOL_@10:19:51,CE_LTP_CHG_@10:19:51,PE_LTP_CHG_@10:19:51,CE_OI_@10:26:51,CE_CHOI_@10:26:51,CE_IV_@10:26:51,CE_LTP_@10:26:51,PE_OI_@10:26:51,PE_CHOI_@10:26:51,PE_IV_@10:26:51,PE_LTP_@10:26:51,NIFTY@10:26:51,CE_VOL_@10:26:51,PE_VOL_@10:26:51,CE_LTP_CHG_@10:26:51,PE_LTP_CHG_@10:26:51,CE_OI_@10:33:51,CE_CHOI_@10:33:51,CE_IV_@10:33:51,CE_LTP_@10:33:51,PE_OI_@10:33:51,PE_CHOI_@10:33:51,PE_IV_@10:33:51,PE_LTP_@10:33:51,NIFTY@10:33:51,CE_VOL_@10:33:51,PE_VOL_@10:33:51,CE_LTP_CHG_@10:33:51,PE_LTP_CHG_@10:33:51,CE_OI_@10:40:51,CE_CHOI_@10:40:51,CE_IV_@10:40:51,CE_LTP_@10:40:51,PE_OI_@10:40:51,PE_CHOI_@10:40:51,PE_IV_@10:40:51,PE_LTP_@10:40:51,NIFTY@10:40:51,CE_VOL_@10:40:51,PE_VOL_@10:40:51,CE_LTP_CHG_@10:40:51,PE_LTP_CHG_@10:40:51,CE_OI_@10:47:52,CE_CHOI_@10:47:52,CE_IV_@10:47:52,CE_LTP_@10:47:52,PE_OI_@10:47:52,PE_CHOI_@10:47:52,PE_IV_@10:47:52,PE_LTP_@10:47:52,NIFTY@10:47:52,CE_VOL_@10:47:52,PE_VOL_@10:47:52,CE_LTP_CHG_@10:47:52,PE_LTP_CHG_@10:47:52,CE_OI_@10:55:52,CE_CHOI_@10:55:52,CE_IV_@10:55:52,CE_LTP_@10:55:52,PE_OI_@10:55:52,PE_CHOI_@10:55:52,PE_IV_@10:55:52,PE_LTP_@10:55:52,NIFTY@10:55:52,CE_VOL_@10:55:52,PE_VOL_@10:55:52,CE_LTP_CHG_@10:55:52,PE_LTP_CHG_@10:55:52,CE_OI_@11:00:52,CE_CHOI_@11:00:52,CE_IV_@11:00:52,CE_LTP_@11:00:52,PE_OI_@11:00:52,PE_CHOI_@11:00:52,PE_IV_@11:00:52,PE_LTP_@11:00:52,NIFTY@11:00:52,CE_VOL_@11:00:52,PE_VOL_@11:00:52,CE_LTP_CHG_@11:00:52,PE_LTP_CHG_@11:00:52,CE_OI_@11:08:52,CE_CHOI_@11:08:52,CE_IV_@11:08:52,CE_LTP_@11:08:52,PE_OI_@11:08:52,PE_CHOI_@11:08:52,PE_IV_@11:08:52,PE_LTP_@11:08:52,NIFTY@11:08:52,CE_VOL_@11:08:52,PE_VOL_@11:08:52,CE_LTP_CHG_@11:08:52,PE_LTP_CHG_@11:08:52,CE_OI_@11:15:23,CE_CHOI_@11:15:23,CE_IV_@11:15:23,CE_LTP_@11:15:23,PE_OI_@11:15:23,PE_CHOI_@11:15:23,PE_IV_@11:15:23,PE_LTP_@11:15:23,NIFTY@11:15:23,CE_VOL_@11:15:23,PE_VOL_@11:15:23,CE_LTP_CHG_@11:15:23,PE_LTP_CHG_@11:15:23,CE_OI_@11:22:53,CE_CHOI_@11:22:53,CE_IV_@11:22:53,CE_LTP_@11:22:53,PE_OI_@11:22:53,PE_CHOI_@11:22:53,PE_IV_@11:22:53,PE_LTP_@11:22:53,NIFTY@11:22:53,CE_VOL_@11:22:53,PE_VOL_@11:22:53,CE_LTP_CHG_@11:22:53,PE_LTP_CHG_@11:22:53,CE_OI_@11:30:23,CE_CHOI_@11:30:23,CE_IV_@11:30:23,CE_LTP_@11:30:23,PE_OI_@11:30:23,PE_CHOI_@11:30:23,PE_IV_@11:30:23,PE_LTP_@11:30:23,NIFTY@11:30:23,CE_VOL_@11:30:23,PE_VOL_@11:30:23,CE_LTP_CHG_@11:30:23,PE_LTP_CHG_@11:30:23,CE_OI_@11:35:23,CE_CHOI_@11:35:23,CE_IV_@11:35:23,CE_LTP_@11:35:23,PE_OI_@11:35:23,PE_CHOI_@11:35:23,PE_IV_@11:35:23,PE_LTP_@11:35:23,NIFTY@11:35:23,CE_VOL_@11:35:23,PE_VOL_@11:35:23,CE_LTP_CHG_@11:35:23,PE_LTP_CHG_@11:35:23,CE_OI_@11:43:23,CE_CHOI_@11:43:23,CE_IV_@11:43:23,CE_LTP_@11:43:23,PE_OI_@11:43:23,PE_CHOI_@11:43:23,PE_IV_@11:43:23,PE_LTP_@11:43:23,NIFTY@11:43:23,CE_VOL_@11:43:23,PE_VOL_@11:43:23,CE_LTP_CHG_@11:43:23,PE_LTP_CHG_@11:43:23,CE_OI_@11:50:53,CE_CHOI_@11:50:53,CE_IV_@11:50:53,CE_LTP_@11:50:53,PE_OI_@11:50:53,PE_CHOI_@11:50:53,PE_IV_@11:50:53,PE_LTP_@11:50:53,NIFTY@11:50:53,CE_VOL_@11:50:53,PE_VOL_@11:50:53,CE_LTP_CHG_@11:50:53,PE_LTP_CHG_@11:50:53,CE_OI_@11:58:24,CE_CHOI_@11:58:24,CE_IV_@11:58:24,CE_LTP_@11:58:24,PE_OI_@11:58:24,PE_CHOI_@11:58:24,PE_IV_@11:58:24,PE_LTP_@11:58:24,NIFTY@11:58:24,CE_VOL_@11:58:24,PE_VOL_@11:58:24,CE_LTP_CHG_@11:58:24,PE_LTP_CHG_@11:58:24,CE_OI_@12:04:54,CE_CHOI_@12:04:54,CE_IV_@12:04:54,CE_LTP_@12:04:54,PE_OI_@12:04:54,PE_CHOI_@12:04:54,PE_IV_@12:04:54,PE_LTP_@12:04:54,NIFTY@12:04:54,CE_VOL_@12:04:54,PE_VOL_@12:04:54,CE_LTP_CHG_@12:04:54,PE_LTP_CHG_@12:04:54,CE_OI_@12:12:54,CE_CHOI_@12:12:54,CE_IV_@12:12:54,CE_LTP_@12:12:54,PE_OI_@12:12:54,PE_CHOI_@12:12:54,PE_IV_@12:12:54,PE_LTP_@12:12:54,NIFTY@12:12:54,CE_VOL_@12:12:54,PE_VOL_@12:12:54,CE_LTP_CHG_@12:12:54,PE_LTP_CHG_@12:12:54,CE_OI_@12:18:54,CE_CHOI_@12:18:54,CE_IV_@12:18:54,CE_LTP_@12:18:54,PE_OI_@12:18:54,PE_CHOI_@12:18:54,PE_IV_@12:18:54,PE_LTP_@12:18:54,NIFTY@12:18:54,CE_VOL_@12:18:54,PE_VOL_@12:18:54,CE_LTP_CHG_@12:18:54,PE_LTP_CHG_@12:18:54,CE_OI_@12:26:24,CE_CHOI_@12:26:24,CE_IV_@12:26:24,CE_LTP_@12:26:24,PE_OI_@12:26:24,PE_CHOI_@12:26:24,PE_IV_@12:26:24,PE_LTP_@12:26:24,NIFTY@12:26:24,CE_VOL_@12:26:24,PE_VOL_@12:26:24,CE_LTP_CHG_@12:26:24,PE_LTP_CHG_@12:26:24,CE_OI_@12:32:54,CE_CHOI_@12:32:54,CE_IV_@12:32:54,CE_LTP_@12:32:54,PE_OI_@12:32:54,PE_CHOI_@12:32:54,PE_IV_@12:32:54,PE_LTP_@12:32:54,NIFTY@12:32:54,CE_VOL_@12:32:54,PE_VOL_@12:32:54,CE_LTP_CHG_@12:32:54,PE_LTP_CHG_@12:32:54,CE_OI_@12:40:24,CE_CHOI_@12:40:24,CE_IV_@12:40:24,CE_LTP_@12:40:24,PE_OI_@12:40:24,PE_CHOI_@12:40:24,PE_IV_@12:40:24,PE_LTP_@12:40:24,NIFTY@12:40:24,CE_VOL_@12:40:24,PE_VOL_@12:40:24,CE_LTP_CHG_@12:40:24,PE_LTP_CHG_@12:40:24,CE_OI_@12:46:24,CE_CHOI_@12:46:24,CE_IV_@12:46:24,CE_LTP_@12:46:24,PE_OI_@12:46:24,PE_CHOI_@12:46:24,PE_IV_@12:46:24,PE_LTP_@12:46:24,NIFTY@12:46:24,CE_VOL_@12:46:24,PE_VOL_@12:46:24,CE_LTP_CHG_@12:46:24,PE_LTP_CHG_@12:46:24,CE_OI_@12:55:54,CE_CHOI_@12:55:54,CE_IV_@12:55:54,CE_LTP_@12:55:54,PE_OI_@12:55:54,PE_CHOI_@12:55:54,PE_IV_@12:55:54,PE_LTP_@12:55:54,NIFTY@12:55:54,CE_VOL_@12:55:54,PE_VOL_@12:55:54,CE_LTP_CHG_@12:55:54,PE_LTP_CHG_@12:55:54,CE_OI_@13:00:55,CE_CHOI_@13:00:55,CE_IV_@13:00:55,CE_LTP_@13:00:55,PE_OI_@13:00:55,PE_CHOI_@13:00:55,PE_IV_@13:00:55,PE_LTP_@13:00:55,NIFTY@13:00:55,CE_VOL_@13:00:55,PE_VOL_@13:00:55,CE_LTP_CHG_@13:00:55,PE_LTP_CHG_@13:00:55,CE_OI_@13:07:25,CE_CHOI_@13:07:25,CE_IV_@13:07:25,CE_LTP_@13:07:25,PE_OI_@13:07:25,PE_CHOI_@13:07:25,PE_IV_@13:07:25,PE_LTP_@13:07:25,NIFTY@13:07:25,CE_VOL_@13:07:25,PE_VOL_@13:07:25,CE_LTP_CHG_@13:07:25,PE_LTP_CHG_@13:07:25,CE_OI_@13:15:55,CE_CHOI_@13:15:55,CE_IV_@13:15:55,CE_LTP_@13:15:55,PE_OI_@13:15:55,PE_CHOI_@13:15:55,PE_IV_@13:15:55,PE_LTP_@13:15:55,NIFTY@13:15:55,CE_VOL_@13:15:55,PE_VOL_@13:15:55,CE_LTP_CHG_@13:15:55,PE_LTP_CHG_@13:15:55,CE_OI_@13:23:15,CE_CHOI_@13:23:15,CE_IV_@13:23:15,CE_LTP_@13:23:15,PE_OI_@13:23:15,PE_CHOI_@13:23:15,PE_IV_@13:23:15,PE_LTP_@13:23:15,NIFTY@13:23:15,CE_VOL_@13:23:15,PE_VOL_@13:23:15,CE_LTP_CHG_@13:23:15,PE_LTP_CHG_@13:23:15,CE_OI_@13:30:25,CE_CHOI_@13:30:25,CE_IV_@13:30:25,CE_LTP_@13:30:25,PE_OI_@13:30:25,PE_CHOI_@13:30:25,PE_IV_@13:30:25,PE_LTP_@13:30:25,NIFTY@13:30:25,CE_VOL_@13:30:25,PE_VOL_@13:30:25,CE_LTP_CHG_@13:30:25,PE_LTP_CHG_@13:30:25,CE_OI_@13:36:25,CE_CHOI_@13:36:25,CE_IV_@13:36:25,CE_LTP_@13:36:25,PE_OI_@13:36:25,PE_CHOI_@13:36:25,PE_IV_@13:36:25,PE_LTP_@13:36:25,NIFTY@13:36:25,CE_VOL_@13:36:25,PE_VOL_@13:36:25,CE_LTP_CHG_@13:36:25,PE_LTP_CHG_@13:36:25,CE_OI_@13:42:55,CE_CHOI_@13:42:55,CE_IV_@13:42:55,CE_LTP_@13:42:55,PE_OI_@13:42:55,PE_CHOI_@13:42:55,PE_IV_@13:42:55,PE_LTP_@13:42:55,NIFTY@13:42:55,CE_VOL_@13:42:55,PE_VOL_@13:42:55,CE_LTP_CHG_@13:42:55,PE_LTP_CHG_@13:42:55,CE_OI_@13:49:56,CE_CHOI_@13:49:56,CE_IV_@13:49:56,CE_LTP_@13:49:56,PE_OI_@13:49:56,PE_CHOI_@13:49:56,PE_IV_@13:49:56,PE_LTP_@13:49:56,NIFTY@13:49:56,CE_VOL_@13:49:56,PE_VOL_@13:49:56,CE_LTP_CHG_@13:49:56,PE_LTP_CHG_@13:49:56,CE_OI_@13:58:26,CE_CHOI_@13:58:26,CE_IV_@13:58:26,CE_LTP_@13:58:26,PE_OI_@13:58:26,PE_CHOI_@13:58:26,PE_IV_@13:58:26,PE_LTP_@13:58:26,NIFTY@13:58:26,CE_VOL_@13:58:26,PE_VOL_@13:58:26,CE_LTP_CHG_@13:58:26,PE_LTP_CHG_@13:58:26,CE_OI_@14:04:26,CE_CHOI_@14:04:26,CE_IV_@14:04:26,CE_LTP_@14:04:26,PE_OI_@14:04:26,PE_CHOI_@14:04:26,PE_IV_@14:04:26,PE_LTP_@14:04:26,NIFTY@14:04:26,CE_VOL_@14:04:26,PE_VOL_@14:04:26,CE_LTP_CHG_@14:04:26,PE_LTP_CHG_@14:04:26,CE_OI_@14:11:56,CE_CHOI_@14:11:56,CE_IV_@14:11:56,CE_LTP_@14:11:56,PE_OI_@14:11:56,PE_CHOI_@14:11:56,PE_IV_@14:11:56,PE_LTP_@14:11:56,NIFTY@14:11:56,CE_VOL_@14:11:56,PE_VOL_@14:11:56,CE_LTP_CHG_@14:11:56,PE_LTP_CHG_@14:11:56,CE_OI_@14:17:26,CE_CHOI_@14:17:26,CE_IV_@14:17:26,CE_LTP_@14:17:26,PE_OI_@14:17:26,PE_CHOI_@14:17:26,PE_IV_@14:17:26,PE_LTP_@14:17:26,NIFTY@14:17:26,CE_VOL_@14:17:26,PE_VOL_@14:17:26,CE_LTP_CHG_@14:17:26,PE_LTP_CHG_@14:17:26,CE_OI_@14:24:56,CE_CHOI_@14:24:56,CE_IV_@14:24:56,CE_LTP_@14:24:56,PE_OI_@14:24:56,PE_CHOI_@14:24:56,PE_IV_@14:24:56,PE_LTP_@14:24:56,NIFTY@14:24:56,CE_VOL_@14:24:56,PE_VOL_@14:24:56,CE_LTP_CHG_@14:24:56,PE_LTP_CHG_@14:24:56,CE_OI_@14:33:57,CE_CHOI_@14:33:57,CE_IV_@14:33:57,CE_LTP_@14:33:57,PE_OI_@14:33:57,PE_CHOI_@14:33:57,PE_IV_@14:33:57,PE_LTP_@14:33:57,NIFTY@14:33:57,CE_VOL_@14:33:57,PE_VOL_@14:33:57,CE_LTP_CHG_@14:33:57,PE_LTP_CHG_@14:33:57,CE_OI_@14:43:57,CE_CHOI_@14:43:57,CE_IV_@14:43:57,CE_LTP_@14:43:57,PE_OI_@14:43:57,PE_CHOI_@14:43:57,PE_IV_@14:43:57,PE_LTP_@14:43:57,NIFTY@14:43:57,CE_VOL_@14:43:57,PE_VOL_@14:43:57,CE_LTP_CHG_@14:43:57,PE_LTP_CHG_@14:43:57,CE_OI_@14:50:27,CE_CHOI_@14:50:27,CE_IV_@14:50:27,CE_LTP_@14:50:27,PE_OI_@14:50:27,PE_CHOI_@14:50:27,PE_IV_@14:50:27,PE_LTP_@14:50:27,NIFTY@14:50:27,CE_VOL_@14:50:27,PE_VOL_@14:50:27,CE_LTP_CHG_@14:50:27,PE_LTP_CHG_@14:50:27,CE_OI_@14:58:27,CE_CHOI_@14:58:27,CE_IV_@14:58:27,CE_LTP_@14:58:27,PE_OI_@14:58:27,PE_CHOI_@14:58:27,PE_IV_@14:58:27,PE_LTP_@14:58:27,NIFTY@14:58:27,CE_VOL_@14:58:27,PE_VOL_@14:58:27,CE_LTP_CHG_@14:58:27,PE_LTP_CHG_@14:58:27,CE_OI_@15:05:27,CE_CHOI_@15:05:27,CE_IV_@15:05:27,CE_LTP_@15:05:27,PE_OI_@15:05:27,PE_CHOI_@15:05:27,PE_IV_@15:05:27,PE_LTP_@15:05:27,NIFTY@15:05:27,CE_VOL_@15:05:27,PE_VOL_@15:05:27,CE_LTP_CHG_@15:05:27,PE_LTP_CHG_@15:05:27,CE_OI_@15:10:58,CE_CHOI_@15:10:58,CE_IV_@15:10:58,CE_LTP_@15:10:58,PE_OI_@15:10:58,PE_CHOI_@15:10:58,PE_IV_@15:10:58,PE_LTP_@15:10:58,NIFTY@15:10:58,CE_VOL_@15:10:58,PE_VOL_@15:10:58,CE_LTP_CHG_@15:10:58,PE_LTP_CHG_@15:10:58,CE_OI_@15:18:28,CE_CHOI_@15:18:28,CE_IV_@15:18:28,CE_LTP_@15:18:28,PE_OI_@15:18:28,PE_CHOI_@15:18:28,PE_IV_@15:18:28,PE_LTP_@15:18:28,NIFTY@15:18:28,CE_VOL_@15:18:28,PE_VOL_@15:18:28,CE_LTP_CHG_@15:18:28,PE_LTP_CHG_@15:18:28,CE_OI_@15:28:28,CE_CHOI_@15:28:28,CE_IV_@15:28:28,CE_LTP_@15:28:28,PE_OI_@15:28:28,PE_CHOI_@15:28:28,PE_IV_@15:28:28,PE_LTP_@15:28:28,NIFTY@15:28:28,CE_VOL_@15:28:28,PE_VOL_@15:28:28,CE_LTP_CHG_@15:28:28,PE_LTP_CHG_@15:28:28,CE_OI_@15:30:28,CE_CHOI_@15:30:28,CE_IV_@15:30:28,CE_LTP_@15:30:28,PE_OI_@15:30:28,PE_CHOI_@15:30:28,PE_IV_@15:30:28,PE_LTP_@15:30:28,NIFTY@15:30:28,CE_VOL_@15:30:28,PE_VOL_@15:30:28,CE_LTP_CHG_@15:30:28,PE_LTP_CHG_@15:30:28
11000,11000,150.0,,,,224475.0,,,0.1,13170.35,,1.0,,-0.2,150.0,,,,224475.0,,,0.15,13163.8,,135.0,,-0.15,150.0,,,,226950.0,2475.0,,0.05,13162.05,,312.0,,-0.25,150.0,,,2289.0,223575.0,-900.0,,0.05,13155.25,1.0,316.0,293.85,-0.25,150.0,,,2289.0,223575.0,-900.0,,0.05,13154.6,1.0,324.0,293.85,-0.25,150.0,,,2289.0,223575.0,-900.0,,0.1,13161.3,1.0,360.0,293.85,-0.2,150.0,,,2289.0,225450.0,975.0,,0.1,13162.05,1.0,640.0,293.85,-0.2,150.0,,,2289.0,225375.0,900.0,,0.1,13153.05,1.0,653.0,293.85,-0.2,150.0,,,2289.0,225375.0,900.0,,0.1,13153.65,1.0,655.0,293.85,-0.2,150.0,,,2289.0,225375.0,900.0,,0.15,13164.85,1.0,711.0,293.85,-0.15,150.0,,,2289.0,225375.0,900.0,,0.05,13178.65,1.0,866.0,293.85,-0.25,150.0,,,2289.0,241425.0,16950.0,,0.05,13173.55,1.0,944.0,293.85,-0.25,150.0,,,2289.0,241425.0,16950.0,,0.05,13162.6,1.0,959.0,293.85,-0.25,150.0,,,2289.0,241425.0,16950.0,,0.05,13160.65,1.0,1014.0,293.85,-0.25,150.0,,,2289.0,244425.0,19950.0,,0.05,13156.55,1.0,1047.0,293.85,-0.25,150.0,,,2289.0,244425.0,19950.0,,0.05,13145.7,1.0,1047.0,293.85,-0.25,150.0,,,2289.0,248250.0,23775.0,,0.1,13160.05,1.0,1120.0,293.85,-0.2,150.0,,,2289.0,247275.0,22800.0,,0.1,13163.55,1.0,4554.0,293.85,-0.2,150.0,,,2289.0,247275.0,22800.0,,0.1,13146.2,1.0,5646.0,293.85,-0.2,150.0,,,2289.0,258075.0,33600.0,,0.05,13148.15,1.0,7102.0,293.85,-0.25,150.0,,,2289.0,254175.0,29700.0,,0.05,13140.95,1.0,7194.0,293.85,-0.25,150.0,,,2289.0,254175.0,29700.0,,0.05,13154.35,1.0,7329.0,293.85,-0.25,150.0,,,2289.0,254175.0,29700.0,,0.1,13156.4,1.0,7435.0,293.85,-0.2,150.0,,,2289.0,254175.0,29700.0,,0.1,13150.45,1.0,7495.0,293.85,-0.2,150.0,,,2289.0,253125.0,28650.0,,0.1,13150.4,1.0,7590.0,293.85,-0.2,150.0,,,2289.0,248625.0,24150.0,,0.15,13146.0,1.0,7628.0,293.85,-0.15,150.0,,,2289.0,252300.0,27825.0,,0.15,13140.75,1.0,7673.0,293.85,-0.15,150.0,,,2130.0,253275.0,28800.0,,0.1,13124.7,2.0,7705.0,134.85,-0.2,150.0,,,2130.0,252150.0,27675.0,,0.1,13133.1,2.0,7765.0,134.85,-0.2,150.0,,,2130.0,257325.0,32850.0,,0.05,13146.95,2.0,7950.0,134.85,-0.25,150.0,,,2130.0,252075.0,27600.0,,0.1,13140.85,2.0,7977.0,134.85,-0.2,150.0,,,2130.0,251325.0,26850.0,,0.05,13137.1,2.0,7980.0,134.85,-0.25,150.0,,,2130.0,251325.0,26850.0,,0.1,13116.7,2.0,8048.0,134.85,-0.2,150.0,,,2130.0,251325.0,26850.0,,0.1,13127.35,2.0,8108.0,134.85,-0.2,150.0,,,2130.0,257325.0,32850.0,,0.05,13129.4,2.0,8362.0,134.85,-0.25,150.0,,,2130.0,251325.0,26850.0,,0.05,13137.6,2.0,8364.0,134.85,-0.25,150.0,,,2130.0,251325.0,26850.0,,0.05,13141.0,2.0,8365.0,134.85,-0.25,150.0,,,2130.0,251325.0,26850.0,,0.1,13122.4,2.0,8368.0,134.85,-0.2,150.0,,,2130.0,250350.0,25875.0,,0.1,13131.8,2.0,8425.0,134.85,-0.2,150.0,,,2130.0,250350.0,25875.0,,0.1,13153.9,2.0,8425.0,134.85,-0.2,150.0,,,2130.0,250350.0,25875.0,,0.05,13148.65,2.0,8534.0,134.85,-0.25,150.0,,,2130.0,247725.0,23250.0,,0.1,13142.5,2.0,8575.0,134.85,-0.2,150.0,,,2130.0,243825.0,19350.0,,0.05,13137.05,2.0,8604.0,134.85,-0.25,150.0,,,2130.0,243825.0,19350.0,,0.05,13141.45,2.0,8744.0,134.85,-0.25,150.0,,,2130.0,243825.0,19350.0,,0.05,13124.15,2.0,9022.0,134.85,-0.25,150.0,,,2130.0,243825.0,19350.0,,0.05,13141.8,2.0,9558.0,134.85,-0.25,150.0,,,2130.0,273750.0,49275.0,,0.05,13145.5,2.0,9638.0,134.85,-0.25,150.0,,,2130.0,273600.0,49125.0,,0.05,13145.05,2.0,9660.0,134.85,-0.25,150.0,,,2130.0,272100.0,47625.0,,0.05,13144.95,2.0,9661.0,134.85,-0.25,150.0,,,2130.0,272100.0,47625.0,,0.05,13132.9,2.0,9661.0,134.85,-0.25,150.0,,,2130.0,272100.0,47625.0,,0.05,13137.2,2.0,9661.0,134.85,-0.25,150.0,,,2130.0,272100.0,47625.0,,0.05,13131.2,2.0,9661.0,134.85,-0.25,150.0,,,2130.0,272100.0,47625.0,,0.05,13131.75,2.0,9661.0,134.85,-0.25,150.0,,,2130.0,272100.0,47625.0,,0.05,13137.5,2.0,9661.0,134.85,-0.25
11050,11050,,,,,,,,,13170.35,,,,,,,,,,,,,13163.8,,,,,,,,,,,,,13162.05,,,,,,,,,,,,,13155.25,,,,,,,,,,,,,13154.6,,,,,,,,,,,,,13161.3,,,,,,,,,,,,,13162.05,,,,,,,,,,,,,13153.05,,,,,,,,,,,,,13153.65,,,,,,,,,,,,,13164.85,,,,,,,,,,,,,13178.65,,,,,,,,,,,,,13173.55,,,,,,,,,,,,,13162.6,,,,,,,,,,,,,13160.65,,,,,,,,,,,,,13156.55,,,,,,,,,,,,,13145.7,,,,,,,,,,,,,13160.05,,,,,,,,,,,,,13163.55,,,,,,,,,,,,,13146.2,,,,,,,,,,,,,13148.15,,,,,,,,,,,,,13140.95,,,,,,,,,,,,,13154.35,,,,,,,,,,,,,13156.4,,,,,,,,,,,,,13150.45,,,,,,,,,,,,,13150.4,,,,,,,,,,,,,13146.0,,,,,,,,,,,,,13140.75,,,,,,,,,,,,,13124.7,,,,,,,,,,,,,13133.1,,,,,,,,,,,,,13146.95,,,,,,,,,,,,,13140.85,,,,,,,,,,,,,13137.1,,,,,,,,,,,,,13116.7,,,,,,,,,,,,,13127.35,,,,,,,,,,,,,13129.4,,,,,,,,,,,,,13137.6,,,,,,,,,,,,,13141.0,,,,,,,,,,,,,13122.4,,,,,,,,,,,,,13131.8,,,,,,,,,,,,,13153.9,,,,,,,,,,,,,13148.65,,,,,,,,,,,,,13142.5,,,,,,,,,,,,,13137.05,,,,,,,,,,,,,13141.45,,,,,,,,,,,,,13124.15,,,,,,,,,,,,,13141.8,,,,,,,,,,,,,13145.5,,,,,,,,,,,,,13145.05,,,,,,,,,,,,,13144.95,,,,,,,,,,,,,13132.9,,,,,,,,,,,,0.15,13137.2,,10.0,,-392.2,,,,,,,,0.15,13131.2,,10.0,,-392.2,,,,,,,,0.15,13131.75,,10.0,,-392.2,,,,,,,,0.15,13137.5,,10.0,,-392.2
