time,CE_CHOI,PE_CHOI,PE_CE_CHOI_DIFF,PCR,nifty,CE_IO_INC,PE_IO_INC
09:21:50,1073925.0,1241025.0,167100.0,1.1555974579230393,13124.25,5.676016363290417,7.553914139108523
09:29:20,1839600.0,1782675.0,-56925.0,0.9690557729941291,13104.9,9.344676376575828,10.504521067378487
09:36:50,2399925.0,1945875.0,-454050.0,0.8108065877058658,13099.75,11.853588786154576,11.35697089078573
09:44:20,2677950.0,2397525.0,-280425.0,0.8952837058197501,13111.2,13.047624963914945,13.6336108362619
09:48:50,2796825.0,2689275.0,-107550.0,0.9615456812635756,13100.35,13.548342561509061,15.043085726751748
10:05:21,3757875.0,2721675.0,-1036200.0,0.7242590559824369,13072.15,17.394066472724244,15.196780488621991
10:13:51,3899775.0,2749800.0,-1149975.0,0.7051176029386311,13081.75,17.933091912398687,15.329745911886574
10:20:51,4264800.0,2692725.0,-1572075.0,0.6313836522228475,13076.45,19.287897237947607,15.059477869870138
10:27:51,4335825.0,2677125.0,-1658700.0,0.6174430471709537,13074.9,19.546327477312992,14.985306465155332
10:35:22,4564425.0,2856150.0,-1708275.0,0.6257414679833714,13082.2,20.366986600270405,15.82878542897164
10:42:52,4825650.0,3034950.0,-1790700.0,0.628920456311585,13085.45,21.284506855885805,16.654662490585295
10:52:52,4905525.0,3197475.0,-1708050.0,0.6518109682449891,13097.95,21.560851793248943,17.391428501497117
11:00:52,5023200.0,3710175.0,-1313025.0,0.7386078595317725,13100.0,21.964457299896043,19.6325811393239
11:08:22,5068650.0,3870825.0,-1197825.0,0.7636796780207747,13092.95,22.119233475706547,20.310015898251194
11:13:53,5056575.0,4089975.0,-966600.0,0.808842942110025,13086.1,22.078172994426506,21.21592916222504
11:21:23,5194350.0,4265400.0,-928950.0,0.8211614542724306,13084.95,22.544114631312027,21.92638514594586
11:32:23,5108325.0,4184775.0,-923550.0,0.8192068828823538,13058.6,22.253842333629567,21.60145875757834
11:39:23,5280750.0,4062525.0,-1218225.0,0.7693083368839654,13064.45,22.833478724749725,21.103587457922952
11:46:53,5572950.0,4136925.0,-1436025.0,0.7423222889134121,13060.4,23.79627168472326,21.407336686537505
11:52:53,5561700.0,4010100.0,-1551600.0,0.7210205512702951,13070.75,23.759648071667268,20.88814054607322
11:59:24,5737425.0,4064400.0,-1673025.0,0.7084014170119871,13073.05,24.3277193339524,21.111271265343966
12:06:24,5808300.0,4189425.0,-1618875.0,0.7212824750787666,13079.25,24.55445042280047,21.62027217414191
12:30:54,6169875.0,4503900.0,-1665975.0,0.7299823740351303,13100.55,25.69031097564784,22.871985892587134
12:40:54,5922825.0,4531350.0,-1391475.0,0.765065657013334,13097.3,24.91796140399591,22.979351369031995
12:48:25,5996100.0,4736025.0,-1260075.0,0.7898509030870066,13082.75,25.1487098184655,23.770572026561066
12:54:55,6191550.0,4817850.0,-1373700.0,0.7781331007582916,13085.95,25.75731575285407,24.082356425473208
13:02:25,5276925.0,3537225.0,-1739700.0,0.6703193621285124,13040.4,22.820714081839174,18.890286300206675
13:09:25,5139825.0,2603175.0,-2536650.0,0.5064715238359283,13050.8,22.36038422886676,14.631935720488674
13:16:55,5439075.0,2691900.0,-2747175.0,0.4949187132003144,13034.85,23.358155594349288,15.055558585049308
13:23:25,5522700.0,2387400.0,-3135300.0,0.4322885545113803,13039.7,23.632413210992688,13.583855729142218
13:29:56,5749275.0,2017800.0,-3731475.0,0.35096599136412854,13037.5,24.365722640729793,11.727525947107567
13:37:26,6189225.0,774675.0,-5414550.0,0.12516510548574336,13005.8,25.75013417541407,4.853077985660186
13:44:26,6190875.0,-181950.0,-6372825.0,-0.02939002968078018,13005.85,25.755230921877825,-1.2125210541835973
13:52:26,6567975.0,-321000.0,-6888975.0,-0.04887351124204949,13015.55,26.90199861147804,-2.1591625677891284
13:58:56,6613200.0,-276225.0,-6889425.0,-0.041768735256759205,13016.15,27.037154009609694,-1.8524106990172113
14:04:26,6542475.0,-263625.0,-6806100.0,-0.04029438400605276,13018.0,26.825570596520144,-1.766420423136841
14:12:57,6568050.0,-680325.0,-7248375.0,-0.10358097152122776,13002.55,26.90222316428438,-4.689454801120796
